"Response Codes - Success (2xx)"
"Address","Content","Status Code","Status","Inlinks","Response Time","Redirect URI"
"https://www.lehmans.com/","text/html; charset=UTF-8","200","OK","28752","0.027",""
"https://www.lehmans.com/downloads/SliderPro/slider-pro.min.css","text/css","200","OK","0","0.309",""
"https://www.lehmans.com/category/butchering-supplies","text/html; charset=UTF-8","200","OK","5396","0.184",""
"https://www.lehmans.com/category/food","text/html; charset=UTF-8","200","OK","10855","0.311",""
"https://www.lehmans.com/category/animal-care","text/html; charset=UTF-8","200","OK","10718","0.024",""
"https://www.lehmans.com/category/fallevening","text/html; charset=UTF-8","200","OK","14","0.31",""
"https://www.lehmans.com/category/lamp-burners","text/html; charset=UTF-8","200","OK","5380","0.12",""
"https://www.lehmans.com/product/electric-meat-grinder-and-sausage-stuffer/butchering-supplies","text/html; charset=UTF-8","200","OK","7","0.064",""
"https://www.lehmans.com/product/12-12-qt-seamless-stainless-steel-pail/animal-care","text/html; charset=UTF-8","200","OK","4","0.115",""
"https://www.lehmans.com/product/feeding-trough-for-chickens/animal-care","text/html; charset=UTF-8","200","OK","3","0.126",""
"https://www.lehmans.com/privacy","text/html; charset=UTF-8","200","OK","10669","0.032",""
"https://www.lehmans.com/category/specialty-equipment","text/html; charset=UTF-8","200","OK","10910","0.026",""
"https://www.lehmans.com/product/cotton-butchers-twine/butchering-supplies","text/html; charset=UTF-8","200","OK","6","0.028",""
"https://www.lehmans.com/product/lehmans-own-old-fashioned-froe","text/html; charset=UTF-8","200","OK","9","0.027",""
"https://www.lehmans.com/category/pet-supplies","text/html; charset=UTF-8","200","OK","10689","0.023",""
"https://www.lehmans.com/category/cookware","text/html; charset=UTF-8","200","OK","10910","0.108",""
"https://www.lehmans.com/product/burner-for-lamp-maitresse-oil-lamp/lamp-burners","text/html; charset=UTF-8","200","OK","6","0.043",""
"https://www.lehmans.com/category/digging-cultivating","text/html; charset=UTF-8","200","OK","10733","0.028",""
"https://www.lehmans.com/product/doggie-deodorant/pet-supplies","text/html; charset=UTF-8","200","OK","7","0.034",""
"https://www.lehmans.com/product/single-hamburger-press/butchering-supplies","text/html; charset=UTF-8","200","OK","7","0.032",""
"https://www.lehmans.com/category/pet-supplies/2","text/html; charset=UTF-8","200","OK","7","0.037",""
"https://www.lehmans.com/category/lamp-burners/4","text/html; charset=UTF-8","200","OK","11","0.119",""
"https://www.lehmans.com/category/lawncare","text/html; charset=UTF-8","200","OK","10719","0.03",""
"https://www.lehmans.com/aboutus","text/html; charset=UTF-8","200","OK","10641","0.067",""
"https://www.lehmans.com/category/lamp-burners/2","text/html; charset=UTF-8","200","OK","13","0.025",""
"https://www.lehmans.com/product/aladdin-maxbrite-burner/lamp-burners","text/html; charset=UTF-8","200","OK","5","0.04",""
"https://www.lehmans.com/category/pet-supplies/1","text/html; charset=UTF-8","200","OK","7","0.181",""
"https://www.lehmans.com/product/23-scythe-blade/lawncare","text/html; charset=UTF-8","200","OK","4","0.031",""
"https://www.lehmans.com/category/lamp-burners/1","text/html; charset=UTF-8","200","OK","11","0.028",""
"https://www.lehmans.com/product/aladdin-kerosene-model-23-oil-lamp-burners/lamp-burners","text/html; charset=UTF-8","200","OK","5","0.271",""
"https://www.lehmans.com/category/lamp-burners/3","text/html; charset=UTF-8","200","OK","13","0.034",""
"https://www.lehmans.com/category/canning","text/html; charset=UTF-8","200","OK","5386","0.042",""
"https://www.lehmans.com/product/dietz-oil-lantern-burners-monarch-burners/lamp-burners","text/html; charset=UTF-8","200","OK","3","0.09",""
"https://www.lehmans.com/category/food-beverages","text/html; charset=UTF-8","200","OK","5355","0.027",""
"https://www.lehmans.com/product/victorio-steam-canner/canning","text/html; charset=UTF-8","200","OK","6","0.027",""
"https://www.lehmans.com/product/hori-hori-gardening-knife/digging-cultivating","text/html; charset=UTF-8","200","OK","6","0.037",""
"https://www.lehmans.com/category/kitchen-gadgets","text/html; charset=UTF-8","200","OK","5420","0.029",""
"https://www.lehmans.com/category/soda-making","text/html; charset=UTF-8","200","OK","5358","0.06",""
"https://www.lehmans.com/product/cured-ham-bone-for-dogs/pet-supplies","text/html; charset=UTF-8","200","OK","5","0.029",""
"https://www.lehmans.com/product/dietz-oil-lantern-burners-lil-wizard-burners/lamp-burners","text/html; charset=UTF-8","200","OK","4","0.168",""
"https://www.lehmans.com/product/brass-nutmeg-collar-for-oil-lamps/lamp-burners","text/html; charset=UTF-8","200","OK","6","0.173",""
"https://www.lehmans.com/category/children-books","text/html; charset=UTF-8","200","OK","5365","0.113",""
"https://www.lehmans.com/product/double-lever-bottle-capper/soda-making","text/html; charset=UTF-8","200","OK","5","0.037",""
"https://www.lehmans.com/category/children-books/a","text/html; charset=UTF-8","200","OK","8","0.082",""
"https://www.lehmans.com/category/digging-cultivating/4","text/html; charset=UTF-8","200","OK","11","0.055",""
"https://www.lehmans.com/category/preserving-books","text/html; charset=UTF-8","200","OK","5367","0.047",""
"https://www.lehmans.com/product/water-glass-liquid-sodium-silicate/animal-care","text/html; charset=UTF-8","200","OK","6","0.028",""
"https://www.lehmans.com/category/digging-cultivating/2","text/html; charset=UTF-8","200","OK","13","0.028",""
"https://www.lehmans.com/category/digging-cultivating/3","text/html; charset=UTF-8","200","OK","13","0.028",""
"https://www.lehmans.com/category/preserving-books/2","text/html; charset=UTF-8","200","OK","11","0.028",""
"https://www.lehmans.com/category/preserving-books/3","text/html; charset=UTF-8","200","OK","9","0.069",""
"https://www.lehmans.com/product/putting-food-by-book-5th-edition/preserving-books","text/html; charset=UTF-8","200","OK","8","0.125",""
"https://www.lehmans.com/category/children-books/2","text/html; charset=UTF-8","200","OK","11","0.067",""
